habilidade_id,no_id,tipo,conta_pontuacao,texto,imagem_url,enunciado,explicacao
EF.09.MAT.2.92,e9_conexao_regras,escolha,TRUE,Você viu o mesmo resultado por dois caminhos: pela distributiva e pela decomposição geométrica.<br><br>Isso mostra que a 'regra' \( (a + b)^2 = a^2 + 2ab + b^2 \) não é um truque sem sentido; ela é a síntese de uma estrutura bem definida.,,,
EF.09.MAT.2.92,e10_comparar_outros,escolha,TRUE,Agora vamos comparar com outros produtos notáveis. Qual expressão você acha que gera a forma \( a^2 - b^2 \)?,,,
EF.09.MAT.2.92,e10_corrige_outros,escolha,TRUE,Vale lembrar:<br><br>- \( (a + b)^2 = a^2 + 2ab + b^2 \)<br><br>- \( (a - b)^2 = a^2 - 2ab + b^2 \)<br><br>- \( (a + b)(a - b) = a^2 - b^2 \),,,
EF.09.MAT.2.92,e11_diferenca_quadrados,mensagem,FALSE,"Em \( (a + b)(a - b) \), os termos do meio se anulam: \( a^2 - ab + ba - b^2 \). Como \( -ab \) e \( +ba \) têm sinais opostos e mesmo valor absoluto, eles somam zero. Isso mostra por que o resultado é \( a^2 - b^2 \).<br><br>Observe a imagem para ver como essa diferença de quadrados funciona na prática geométrica. Perceba que o sinal muda todo o comportamento dos termos do meio!",https://pplx-res.cloudinary.com/image/upload/pplx_search_images/e0dfd2fbb473d4d2a8d5d6c1116f7147ce7d65c4.jpg,,
EF.09.MAT.2.92,e12_erro_x_5,escolha,TRUE,Um colega seu escreveu: \( (x + 5)^2 = x^2 + 25 \). Qual pergunta você faria para ajudá-lo a perceber o que está faltando?,,,
EF.09.MAT.2.92,e12_corrige_pergunta,escolha,TRUE,"No método socrático, preferimos perguntas que levem o colega a olhar de novo para a estrutura do cálculo, em vez de simplesmente dizer 'está errado'.",,,
EF.09.MAT.2.92,e13_pesquisa,escolha,TRUE,"Se você sente que ainda está inseguro, pare um pouco e faça esta mini-pesquisa: <br><br> 1. Escreva num caderno as multiplicações \( (x + 2)(x + 2) \), \( (x + 3)(x + 3) \), \( (x + 5)(x + 5) \). <br><br> 2. Expanda cada uma usando o 'chuveirinho'.<br><br>3. Observe os padrões que aparecem nos termos.<br><br>Quando terminar, volte aqui e veja se consegue reconhecer o padrão \( (a + b)^2 = a^2 + 2ab + b^2 \) sem olhar nenhuma fórmula pronta.",,,
EF.09.MAT.2.92,e14_aplicar,escolha,TRUE,Agora vamos aplicar a regra explicitamente. Qual é a expansão correta de \( (x + 3)^2 \)?,,,
EF.09.MAT.2.92,e14_feedback_errado1,escolha,TRUE,"Você acertou os quadrados \( x^2 \) e \( 9 \), mas esqueceu os produtos cruzados \( x \cdot 3 \) e \( 3 \cdot x \). Eles aparecem duas vezes e somam \( 6x \). Refazer a multiplicação \( (x + 3)(x + 3) \) passo a passo pode te ajudar.",,,
EF.09.MAT.2.92,e14_feedback_errado2,escolha,TRUE,"Na multiplicação \( (x + 3)(x + 3) \), os produtos cruzados são \( x \cdot 3 \) e \( 3 \cdot x \). Cada um vale \( 3x \). Somando, temos \( 6x \). Por isso o termo do meio é \( 6x \).",,,
EF.09.MAT.2.92,e14_feedback_errado3,escolha,TRUE,"O sinal negativo no termo do meio aparece em \( (x - 3)^2 \), porque aí os produtos cruzados são \( x \cdot (-3) \) e \( (-3) \cdot x \), ambos negativos. Em \( (x + 3)^2 \), os produtos cruzados são positivos.",,,
EF.09.MAT.2.92,e14_feedback_correto,escolha,TRUE,"Excelente! Mas lembre: dominar produtos notáveis não é só acertar uma conta. É saber reconstruir a regra, reconhecer padrões e evitar erros clássicos.",,,
EF.09.MAT.2.92,e15_desafio_extra,escolha,TRUE,Vamos aumentar um pouco o desafio. Qual é a expansão correta de \( (2x - 5)^2 \)?,,,
EF.09.MAT.2.92,e15_feedback_errado_a,escolha,TRUE,"Em \( (2x - 5)^2 \), temos \( a = 2x \) e \( b = 5 \). O padrão \( (a - b)^2 = a^2 - 2ab + b^2 \) nos dá: \( a^2 = 4x^2 \), \( 2ab = 2 \cdot 2x \cdot 5 = 20x \). Então o termo do meio é \( -20x \), não \( -10x \).",,,
EF.09.MAT.2.92,e15_feedback_errado_b,escolha,TRUE,"Para \( (2x - 5)^2 \), o termo do meio é negativo porque a expressão é uma diferença. \( a = 2x \), \( b = 5 \), então \( 2ab = 20x \). O termo do meio é \( -20x \).",,,
EF.09.MAT.2.92,e15_feedback_correto_a,escolha,TRUE,Excelente! Você aplicou a ideia geral a um exemplo mais complexo: \( (2x - 5)^2 = 4x^2 - 20x + 25 \).,,,
EF.09.MAT.2.92,e16_reflexao_final,escolha,TRUE,"Para fechar esta habilidade, qual frase melhor representa o que você aprendeu sobre produtos notáveis?",,,
EF.09.MAT.2.92,e_final,avaliacao,TRUE,Agora vamos registrar um resultado objetivo desta sessão.,,Analise as afirmativas e marque a alternativa correta:,"Cada uma das três expressões representa um produto notável: quadrado da soma, quadrado da diferença e diferença de quadrados. Todas são corretas."
EF.09.MAT.2.93,e1,escolha,FALSE,"Quando você vê uma expressão como \( x^2 + 6x + 9 \), qual dessas frases mais combina com o que acontece na sua cabeça?",,,
EF.09.MAT.2.93,e2_nao_sabe,mensagem,FALSE,"Antes de qualquer conta, vamos dar um passo atrás e olhar a expressão.<br><br>\( x^2 + 6x + 9 \) é composta de três termos diferentes. Em vez de tentar 'somar tudo', vamos entender que tipo de termos são e como eles se organizam.",,,
EF.09.MAT.2.93,e2_produto_notavel,mensagem,FALSE,"Boa percepção: muitos polinômios de 2º grau são, na verdade, resultados de produtos notáveis que você já estudou.<br><br>Vamos verificar se isso acontece com \( x^2 + 6x + 9 \), sem pular etapas.",,,
EF.09.MAT.2.93,e2_polinomio,mensagem,FALSE,"Reconhecer que \( x^2 + 6x + 9 \) é um polinômio de 2º grau é um excelente começo.<br><br>Nosso objetivo agora é perguntar: existe uma maneira de escrever essa expressão na forma de produto, talvez usando produtos notáveis?",,,
EF.09.MAT.2.93,e2_bhaskara,mensagem,FALSE,"A fórmula de <strong>Bhaskara</strong> é uma ferramenta poderosa, mas aqui queremos desenvolver uma visão mais algébrica: enxergar padrões que permitem fatorar sem depender sempre de fórmulas.<br><br>Isso ajuda você a entender melhor de onde vêm as raízes.",,,
EF.09.MAT.2.93,e3_tipo_termos,escolha,TRUE,Vamos analisar os três termos de \( x^2 + 6x + 9 \). Como você descreveria cada um deles?,,,
EF.09.MAT.2.93,e3_corrige_tipos,mensagem,FALSE,"Num polinômio como \( x^2 + 6x + 9 \), temos:<ul><li><strong>\( x^2 \)</strong>: termo quadrático (variável ao quadrado);</li><li><strong>\( 6x \)</strong>: termo linear (variável na primeira potência);</li><li><strong>\( 9 \)</strong>: termo constante (não tem variável).</li></ul>Identificar isso é importante antes de tentar fatorar.",,,
EF.09.MAT.2.93,e4_quadrado_perfeito,escolha,TRUE,Agora lembre-se do produto notável <strong>\( (a + b)^2 = a^2 + 2ab + b^2 \)</strong>. Você acha que \( x^2 + 6x + 9 \) pode se encaixar nesse padrão?,,,
EF.09.MAT.2.93,e4_recupera_padroes,mensagem,FALSE,"No padrão \( a^2 + 2ab + b^2 \), o primeiro termo é um quadrado perfeito, o último também, e o termo do meio costuma ser o dobro do produto desses dois 'raios'.<br><br>Vamos testar isso em \( x^2 + 6x + 9 \).",,,
EF.09.MAT.2.93,e5_identifica_a_b,mensagem,FALSE,"Imagine um quadrado de lado \( (a + b) \). A área total é \( (a + b)^2 \). Se você divide o lado em duas partes, \( a \) e \( b \), esse quadrado se decompõe em:<ul><li>Um quadrado de área <strong>\( a^2 \)</strong>;</li><li>Um quadrado de área <strong>\( b^2 \)</strong>;</li><li>Dois retângulos de área <strong>\( ab \)</strong>.</li></ul>Observe a figura abaixo e pense em como isso se relaciona com \( x^2 + 6x + 9 \).",https://pplx-res.cloudinary.com/image/upload/pplx_search_images/6e614336d63de13b4e54265a250f394d14630078.jpg,,
EF.09.MAT.2.93,e5_identifica_a_b_q,escolha,TRUE,"Se \( x^2 \) corresponde a \( a^2 \) e \( 9 \) corresponde a \( b^2 \), quais valores de \( a \) e \( b \) fazem sentido?",,,
EF.09.MAT.2.93,e5_corrige_ab,mensagem,FALSE,"Se \( a^2 = x^2 \), então <strong>\( a = x \)</strong>. Se \( b^2 = 9 \), então <strong>\( b = 3 \)</strong>.<br><br>Por isso faz mais sentido usar \( a = x \) e \( b = 3 \).",,,
EF.09.MAT.2.93,e6_confere_meio,escolha,TRUE,"Com \( a = x \) e \( b = 3 \), qual é o valor de \( 2ab \)?",,,
EF.09.MAT.2.93,e6_corrige_meio,mensagem,FALSE,"No termo \( 2ab \), trabalhamos com multiplicação: <strong>\( 2 \cdot x \cdot 3 = 6x \)</strong>.<br><br>Esse resultado precisa coincidir com o termo do meio do polinômio para que ele seja um quadrado perfeito.",,,
EF.09.MAT.2.93,e7_conclui_quadrado_perfeito,mensagem,FALSE,"Agora podemos juntar tudo:<ul><li>\( x^2 \) é \( a^2 \) para \( a = x \);</li><li>\( 9 \) é \( b^2 \) para \( b = 3 \);</li><li>\( 6x \) é \( 2ab \) para \( a = x \) e \( b = 3 \).</li></ul>Isso mostra que \( x^2 + 6x + 9 \) se encaixa exatamente no padrão \( a^2 + 2ab + b^2 \) e, portanto:<br><br>\[ x^2 + 6x + 9 = (x + 3)^2 \]",,,
EF.09.MAT.2.93,e8_significado_fatorar,escolha,TRUE,"Quando escrevemos \( x^2 + 6x + 9 = (x + 3)^2 \), o que significa 'fatorar' essa expressão?",,,
EF.09.MAT.2.93,e8_corrige_significado,mensagem,FALSE,"<strong>Fatorar</strong> é reescrever uma expressão de forma equivalente, mas em forma de produto de fatores.<br><br>Essa forma é especialmente útil para entender raízes e propriedades do polinômio.",,,
EF.09.MAT.2.93,e9_reverso,mensagem,FALSE,"Você já viu o caminho da expressão expandida para a fatorada. Vamos agora confirmar o caminho inverso:<br><br>Partindo de \( (x + 3)^2 \) e voltando para \( x^2 + 6x + 9 \), para ter certeza de que a equivalência faz sentido.",,,
EF.09.MAT.2.93,e10_reexpansao,escolha,TRUE,"Se você expandir \( (x + 3)^2 \), qual expressão obtém?",,,
EF.09.MAT.2.93,e10_corrige_reexpansao,mensagem,FALSE,Expanda mentalmente \( (x + 3)(x + 3) \):<br><br>\[ x \cdot x + x \cdot 3 + 3 \cdot x + 3 \cdot 3 \]<br><br>\[ x^2 + 3x + 3x + 9 = x^2 + 6x + 9 \]<br><br>É esse vai-e-volta que garante confiança na fatoração.,,,
EF.09.MAT.2.93,e10_confirma_equiv,mensagem,FALSE,"Quando você domina tanto a expansão quanto a fatoração, passa a enxergar \( x^2 + 6x + 9 \) e \( (x + 3)^2 \) como duas maneiras equivalentes de representar a mesma ideia algébrica.",,,
EF.09.MAT.2.93,e11_equacao_2grau,escolha,TRUE,"Considere a equação \( x^2 + 6x + 9 = 0 \). Se já sabemos que \( x^2 + 6x + 9 = (x + 3)^2 \), qual é o caminho mais natural para resolver essa equação?",,,
EF.09.MAT.2.93,e11_corrige_equacao,mensagem,FALSE,"Fatorar antes de aplicar fórmulas pode simplificar muito o processo.<br><br>Aqui, a forma \( (x + 3)^2 = 0 \) nos dá uma pista direta sobre a solução.",,,
EF.09.MAT.2.93,e12_produto_nulo,escolha,TRUE,"Se \( (x + 3)^2 = 0 \), o que isso nos diz sobre \( x + 3 \)?",,,
EF.09.MAT.2.93,e12_corrige_produto_nulo,mensagem,FALSE,"Se \( A^2 = 0 \), então \( A = 0 \). Esse raciocínio vale para qualquer número real.<br><br>Por isso, de \( (x + 3)^2 = 0 \) concluímos que <strong>\( x + 3 = 0 \)</strong>.",,,
EF.09.MAT.2.93,e13_encontra_raiz,escolha,TRUE,"Resolvendo \( x + 3 = 0 \), qual é o valor de \( x \)?",,,
EF.09.MAT.2.93,e13_corrige_raiz,mensagem,FALSE,"Para que \( x + 3 \) seja zero, precisamos somar um número que 'anule' o 3. Esse número é <strong>\( -3 \)</strong>.",,,
EF.09.MAT.2.93,e14_interpreta_raiz,mensagem,FALSE,"Assim, a equação \( x^2 + 6x + 9 = 0 \) tem uma única raiz real: <strong>\( x = -3 \)</strong>.<br><br>Dizemos que é uma raiz dupla, pois ela aparece duas vezes na forma \( (x + 3)(x + 3) = 0 \).",,,
EF.09.MAT.2.93,e15_outros_exemplos,escolha,TRUE,Agora vamos ver se você consegue aplicar o mesmo raciocínio em outro exemplo.<br><br>O polinômio \( x^2 - 10x + 25 \) pode ser escrito como:,,,
EF.09.MAT.2.93,e15_feedback_errado1,mensagem,FALSE,"Em \( x^2 - 10x + 25 \), temos \( a^2 = x^2 \) e \( b^2 = 25 \), logo \( a = x \) e \( b = 5 \).<br><br>O termo do meio precisa coincidir com \( -2ab = -2 \cdot x \cdot 5 = -10x \). Por isso a forma fatorada é <strong>\( (x - 5)^2 \)</strong>.",,,
EF.09.MAT.2.93,e15_feedback_correto1,mensagem,FALSE,"Como \( x^2 - 10x + 25 = (x - 5)^2 \), a equação \( x^2 - 10x + 25 = 0 \) tem raiz dupla <strong>\( x = 5 \)</strong>.<br><br>Mais uma vez, a fatoração torna a solução muito clara.",,,
EF.09.MAT.2.93,e16_diferenca_quadrados,mensagem,FALSE,Nem todo polinômio fatorável é quadrado perfeito. Um padrão muito importante é a <strong>diferença de quadrados</strong>: \( a^2 - b^2 = (a + b)(a - b) \).<br><br>Observe a figura abaixo e pense em como ela ajuda a visualizar \( a^2 - b^2 \).,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/e0dfd2fbb473d4d2a8d5d6c1116f7147ce7d65c4.jpg,,
EF.09.MAT.2.93,e17_diferenca_quadrados_q,escolha,TRUE,Qual das afirmativas abaixo descreve melhor a relação \( a^2 - b^2 = (a + b)(a - b) \)?,,,
EF.09.MAT.2.93,e17_corrige_dif,mensagem,FALSE,"A identidade \( a^2 - b^2 = (a + b)(a - b) \) é muito mais que um truque: ela conecta áreas, fatores e simplificações algébricas em diversos contextos.",,,
EF.09.MAT.2.93,e18_reflexao_final,escolha,TRUE,"Depois de tudo isso, qual frase melhor representa o papel da fatoração em equações de 2º grau?",,,
EF.09.MAT.2.93,e_final,avaliacao,TRUE,Agora vamos registrar um resultado objetivo desta sessão.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/6e614336d63de13b4e54265a250f394d14630078.jpg,Analise as afirmações abaixo e marque a alternativa correta:,"Esses exemplos mostram a ligação direta entre produtos notáveis, fatoração e resolução de equações do 2º grau."
EF.09.MAT.2.94,e1,escolha,FALSE,"Quando você vê uma expressão como \( 3x^2 + 6x \), \( 2x^2 + 8x + 8 \) ou \( \frac{3x^2}{6x} \), qual dessas atitudes mais parece com você?",,,
EF.09.MAT.2.94,e2_nao_sabe,mensagem,FALSE,"Simplificar uma expressão algélica não é 'fazer qualquer conta' nem 'somar tudo'. É reescrever a mesma expressão de modo mais organizado, revelando fatores comuns, produtos notáveis ou frações reduzidas.",,,
EF.09.MAT.2.94,e2_somar,mensagem,FALSE,"Somar todos os termos funciona quando eles são semelhantes, como \( 3x + 2x = 5x \). Mas em \( 3x^2 + 6x \), os termos têm graus diferentes e não podem ser simplesmente somados. Vamos aprender a olhar para a estrutura antes de somar.",,,
EF.09.MAT.2.94,e2_avancado,mensagem,FALSE,"Ótimo que você já busca fatores comuns e produtos notáveis. Nesta habilidade, vamos consolidar esses atalhos, cuidar da simplificação de frações e do cálculo de valor numérico com prioridade de operações.",,,
EF.09.MAT.2.94,e2_valor_numerico,mensagem,FALSE,"Calcular valor numérico é importante, mas fazer isso sobre uma expressão simplificada costuma ser mais fácil e menos sujeito a erros de sinais ou ordens de operações. Vamos treinar simplificação antes da substituição.",,,
EF.09.MAT.2.94,e3_expressao_visao,mensagem,FALSE,"Vamos começar com uma expressão simples: \( 3x^2 + 6x \). Em vez de somar, faremos três perguntas:<br><br> -> que tipos de termos são esses? <br><br> -> existe algo repetido em todos eles? <br><br> -> posso escrever essa expressão como produto de fatores?",,,
EF.09.MAT.2.94,e3_tipo_termos,escolha,TRUE,"Em \( 3x^2 + 6x \), como você classificaria cada termo?",,,
EF.09.MAT.2.94,e3_corrige_tipo,mensagem,FALSE,Em \( 3x^2 + 6x \): <br><br> -> \( 3x^2 \) é termo quadrático (variável ao quadrado); <br><br> -> \( 6x \) é termo linear (variável na primeira potência). Reconhecer isso ajuda a escolher estratégias de simplificação.,,,
EF.09.MAT.2.94,e4_fator_comum_simples,mensagem,FALSE,"Agora vamos procurar fatores comuns. Em \( 3x^2 + 6x \), pergunte:<br><br> -> que número aparece em todos os coeficientes? <br><br> -> que letra aparece em todos os termos?",,,
EF.09.MAT.2.94,e4_escolha_fator,escolha,TRUE,Qual dos candidatos abaixo pode ser fator comum em \( 3x^2 + 6x \)?,,,
EF.09.MAT.2.94,e4_corrige_fator,mensagem,FALSE,"Fator comum é tudo aquilo que aparece em todos os termos ao mesmo tempo. Em \( 3x^2 + 6x \), tanto o número 3 quanto a letra x aparecem em todos os termos, então \( 3x \) é um bom candidato.",,,
EF.09.MAT.2.94,e5_fator_em_evidencia,escolha,TRUE,"Colocando \( 3x \) em evidência em \( 3x^2 + 6x \), qual forma você obtém?",,,
EF.09.MAT.2.94,e5_corrige_evidencia,mensagem,FALSE,"Para colocar \( 3x \) em evidência, dividimos cada termo por \( 3x \): \( 3x^2 ÷  3x = x \) e \( 6x ÷  3x = 2 \). Assim, \( 3x^2 + 6x = 3x(x + 2) \).",,,
EF.09.MAT.2.94,e6_interpreta_fatoracao,mensagem,FALSE,"Escrever \( 3x^2 + 6x = 3x(x + 2) \) é uma simplificação: a expressão fica em forma de produto, o que ajuda tanto na leitura da estrutura quanto em cálculos de valor numérico e resolução de equações.",,,
EF.09.MAT.2.94,e7_valor_numerico_simples,escolha,TRUE,"Se \( x = 2 \), qual é o valor numérico de \( 3x^2 + 6x \)?",,,
EF.09.MAT.2.94,e7_corrige_valor,mensagem,FALSE,Substituindo \( x = 2 \) em \( 3x^2 + 6x \): <br><br> \( 3 \cdot 2^2 + 6 \cdot 2 = <br><br> 3 \cdot 4 + 12 = 12 + 12 = 24 \).,,,
EF.09.MAT.2.94,e7_feedback_valor_correto,mensagem,FALSE,Agora use a forma fatorada \( 3x(x + 2) \) com \( x = 2 \): \( 3 \cdot 2 \cdot (2 + 2) = <br><br> 3 \cdot 2 \cdot 4 = <br><br> 6 \cdot 4 = 24 \). A igualdade entre os valores mostra que as duas formas são equivalentes.,,,
EF.09.MAT.2.94,e8_pesquisa_rapida,mensagem,FALSE,"Se você sente insegurança com fator comum, faça uma mini-lista em um caderno: <br><br> -> escreva três expressões, por exemplo \( 4x^2 + 8x \), \( 5x^2 + 15x \) e \( 6x^2 + 9x \); <br><br> -> tente identificar o maior fator comum em cada uma; <br><br> -> reescreva todas em forma de produto. Depois volte aqui e compare suas respostas com a forma do tutor.",,,
EF.09.MAT.2.94,e9_expressao_mais_complexa,mensagem,FALSE,"Vamos analisar agora \( 2x^2 + 8x + 8 \). Em vez de somar tudo, vamos seguir uma sequência: <br><br> -> procurar fator comum; <br><br> -> olhar para o polinômio dentro do parêntese; <br><br> -> verificar se há produto notável.",,,
EF.09.MAT.2.94,e9_escolha_caminho,escolha,TRUE,Qual estratégia você usaria primeiro para simplificar \( 2x^2 + 8x + 8 \)?,,,
EF.09.MAT.2.94,e10_valor_direto,mensagem,FALSE,Calcular valor numérico é apenas uma parte do trabalho. Simplificar a expressão ajuda a enxergar padrões e reaproveitar raciocínios em diferentes problemas.,,,
EF.09.MAT.2.94,e10_quadrado_direto,mensagem,FALSE,"Antes de tentar encaixar \( 2x^2 + 8x + 8 \) em \( (x + a)^2 \), vale verificar se há algum fator comum que possa ser colocado em evidência.",,,
EF.09.MAT.2.94,e10_fator_comum2,escolha,TRUE,Qual é o maior fator comum que aparece em todos os termos de \( 2x^2 + 8x + 8 \)?,,,
EF.09.MAT.2.94,e10_corrige_comum2,mensagem,FALSE,"Em \( 2x^2 + 8x + 8 \), os coeficientes 2, 8 e 8 são todos múltiplos de 2, mas nem todos têm x. Por isso o maior fator comum é \( 2 \), não \( 2x \).",,,
EF.09.MAT.2.94,e11_evidencia2,escolha,TRUE,"Colocando \( 2 \) em evidência em \( 2x^2 + 8x + 8 \), qual forma correta você obtém?",,,
EF.09.MAT.2.94,e11_corrige_evidencia2,mensagem,FALSE,"Dividindo cada termo de \( 2x^2 + 8x + 8 \) por 2: <br><br> -> \( 2x^2 / 2 = x^2 \); <br><br> -> \( 8x / 2 = 4x \); <br><br> -> \( 8 / 2 = 4 \). Assim, \( 2x^2 + 8x + 8 = 2(x^2 + 4x + 4) \).",,,
EF.09.MAT.2.94,e12_quadrado_perfeito2,mensagem,FALSE,"Agora, dentro do parêntese, temos \( x^2 + 4x + 4 \). Essa expressão lembra o padrão \( a^2 + 2ab + b^2 \). Vamos conferir se ela é um trinômio quadrado perfeito.",,,
EF.09.MAT.2.94,e13_confere_quadrado2,escolha,TRUE,"Se \( x^2 + 4x + 4 \) é do tipo \( a^2 + 2ab + b^2 \), quais valores de \( a \) e \( b \) fazem sentido?",,,
EF.09.MAT.2.94,e13_corrige_quadrado2,mensagem,FALSE,"Em \( x^2 + 4x + 4 \), o primeiro termo é \( x^2 \), então faz sentido pensar \( a = x \). O último termo é 4, então \( b = 2 \). O termo do meio deve ser \( 2ab = 2 \cdot x \cdot 2 = 4x \), que coincide com o termo da expressão.",,,
EF.09.MAT.2.94,e14_forma_final2,mensagem,FALSE,Concluímos que \( x^2 + 4x + 4 = (x + 2)^2 \). Então a expressão original \( 2x^2 + 8x + 8 \) pode ser escrita como:<br><br>\[ 2x^2 + 8x + 8 = <br><br> 2(x^2 + 4x + 4) = <br><br> 2(x + 2)^2. \],,,
EF.09.MAT.2.94,e15_reflexao_produtos,mensagem,FALSE,Perceba que a simplificação passou por duas etapas: <br><br> -> fator comum em evidência; <br><br> -> reconhecimento de trinômio quadrado perfeito. Essa combinação é muito poderosa para dominar descritores de fatoração e simplificação.,,,
EF.09.MAT.2.94,e16_valor_numerico2,escolha,TRUE,"Se \( x = -2 \), qual é o valor numérico de \( 2(x + 2)^2 \)?",,,
